Date,Open,High,Low,Close
12/30/2018,"3,963","3,971","3,744","3,859"
12/29/2018,"3,938","3,981","3,864","3,963"
12/28/2018,"3,626","3,994","3,610","3,939"
12/27/2018,"3,812","3,877","3,613","3,631"
12/26/2018,"3,827","3,899","3,728","3,809"
12/25/2018,"4,100","4,111","3,728","3,827"
12/24/2018,"3,993","4,284","3,953","4,100"
12/23/2018,"3,932","4,103","3,885","3,999"
12/22/2018,"3,893","3,979","3,835","3,933"
12/21/2018,"4,036","4,190","3,822","3,893"
12/20/2018,"3,704","4,210","3,704","4,036"
12/19/2018,"3,575","3,960","3,563","3,704"
12/18/2018,"3,536","3,608","3,475","3,574"
12/17/2018,"3,240","3,613","3,220","3,539"
12/16/2018,"3,236","3,298","3,213","3,241"
12/15/2018,"3,188","3,266","3,156","3,236"
12/14/2018,"3,285","3,324","3,168","3,188"
12/13/2018,"3,476","3,477","3,261","3,287"
12/12/2018,"3,402","3,521","3,357","3,476"
12/11/2018,"3,441","3,467","3,330","3,403"
12/10/2018,"3,567","3,624","3,397","3,441"
12/09/2018,"3,304","3,672","3,285","3,567"
12/08/2018,"3,415","3,503","3,278","3,298"
12/07/2018,"3,628","3,654","3,236","3,396"
12/06/2018,"3,748","3,863","3,590","3,628"
12/05/2018,"3,923","3,942","3,698","3,748"
12/04/2018,"3,892","4,062","3,775","3,923"
12/03/2018,"4,174","4,180","3,778","3,892"
12/02/2018,"4,196","4,286","4,056","4,179"
12/01/2018,"3,942","4,274","3,911","4,196"
11/30/2018,"4,207","4,311","3,893","3,947"
11/29/2018,"4,252","4,414","4,116","4,207"
11/28/2018,"3,797","4,370","3,777","4,252"
11/27/2018,"3,694","3,820","3,606","3,802"
11/26/2018,"4,080","4,122","3,567","3,678"
11/25/2018,"3,832","4,130","3,522","4,088"
11/24/2018,"4,292","4,404","3,795","3,832"
11/23/2018,"4,457","4,472","4,135","4,292"
11/22/2018,"4,483","4,617","4,396","4,458"
11/21/2018,"4,385","4,663","4,249","4,487"
11/20/2018,"4,820","4,929","4,127","4,369"
11/19/2018,"5,571","5,583","4,733","4,820"
11/18/2018,"5,517","5,645","5,505","5,571"
11/17/2018,"5,484","5,566","5,455","5,518"
11/16/2018,"5,513","5,643","5,477","5,479"
11/15/2018,"5,630","5,711","5,263","5,508"
11/14/2018,"6,330","6,342","5,406","5,630"
11/13/2018,"6,339","6,357","6,293","6,330"
11/12/2018,"6,339","6,407","6,334","6,339"
11/11/2018,"6,385","6,386","6,301","6,342"
11/10/2018,"6,350","6,395","6,346","6,385"
11/09/2018,"6,440","6,446","6,332","6,351"
11/08/2018,"6,520","6,529","6,419","6,440"
11/07/2018,"6,438","6,555","6,438","6,520"
11/06/2018,"6,417","6,467","6,402","6,438"
11/05/2018,"6,431","6,455","6,389","6,417"
11/04/2018,"6,351","6,473","6,328","6,431"
11/03/2018,"6,371","6,376","6,322","6,351"
11/02/2018,"6,351","6,396","6,348","6,371"
11/01/2018,"6,319","6,354","6,311","6,351"
10/31/2018,"6,282","6,359","6,216","6,319"
10/30/2018,"6,265","6,312","6,257","6,281"
10/29/2018,"6,414","6,437","6,244","6,265"
10/28/2018,"6,425","6,436","6,402","6,414"
10/27/2018,"6,437","6,454","6,412","6,424"
10/26/2018,"6,436","6,484","6,416","6,437"
10/25/2018,"6,462","6,465","6,414","6,437"
10/24/2018,"6,434","6,500","6,429","6,462"
10/23/2018,"6,454","6,458","6,404","6,434"
10/22/2018,"6,483","6,483","6,416","6,455"
10/21/2018,"6,448","6,502","6,443","6,483"
10/20/2018,"6,417","6,466","6,404","6,448"
10/19/2018,"6,446","6,467","6,409","6,417"
10/18/2018,"6,509","6,553","6,428","6,446"
10/17/2018,"6,521","6,558","6,477","6,509"
10/16/2018,"6,469","6,591","6,452","6,522"
10/15/2018,"6,251","6,961","6,189","6,469"
10/14/2018,"6,221","6,303","6,221","6,251"
10/13/2018,"6,241","6,246","6,203","6,221"
10/12/2018,"6,228","6,264","6,142","6,241"
10/11/2018,"6,559","6,559","6,126","6,226"
10/10/2018,"6,596","6,614","6,464","6,559"
10/09/2018,"6,640","6,642","6,567","6,596"
10/08/2018,"6,543","6,672","6,541","6,640"
10/07/2018,"6,563","6,569","6,506","6,543"
10/06/2018,"6,551","6,654","6,542","6,562"
10/05/2018,"6,556","6,589","6,525","6,551"
10/04/2018,"6,448","6,595","6,423","6,556"
10/03/2018,"6,532","6,545","6,410","6,448"
10/02/2018,"6,556","6,600","6,468","6,532"
10/01/2018,"6,564","6,643","6,501","6,556"
09/30/2018,"6,581","6,639","6,528","6,562"
09/29/2018,"6,646","6,652","6,467","6,580"
09/28/2018,"6,696","6,794","6,536","6,646"
09/27/2018,"6,501","6,731","6,432","6,696"
09/26/2018,"6,387","6,540","6,373","6,501"
09/25/2018,"6,625","6,630","6,334","6,392"
09/24/2018,"6,677","6,719","6,576","6,628"
09/23/2018,"6,717","6,768","6,664","6,677"
09/22/2018,"6,717","6,824","6,631","6,717"
09/21/2018,"6,378","6,777","6,362","6,717"
09/20/2018,"6,425","6,450","6,352","6,373"
09/19/2018,"6,318","6,494","6,117","6,425"
09/18/2018,"6,219","6,382","6,216","6,316"
09/17/2018,"6,501","6,529","6,211","6,221"
09/16/2018,"6,532","6,532","6,383","6,501"
09/15/2018,"6,537","6,567","6,353","6,532"
09/14/2018,"6,467","6,580","6,415","6,537"
09/13/2018,"6,308","6,524","6,298","6,467"
09/12/2018,"6,253","6,332","6,204","6,308"
09/11/2018,"6,302","6,391","6,190","6,254"
09/10/2018,"6,387","6,390","6,216","6,300"
09/09/2018,"6,173","6,438","6,157","6,387"
09/08/2018,"6,447","6,466","6,120","6,173"
09/07/2018,"6,444","6,531","6,330","6,445"
09/06/2018,"6,952","6,981","6,279","6,444"
09/05/2018,"7,363","7,387","6,866","6,948"
09/04/2018,"7,299","7,404","7,237","7,363"
09/03/2018,"7,282","7,325","7,198","7,299"
09/02/2018,"7,195","7,328","7,137","7,282"
09/01/2018,"7,043","7,260","7,003","7,195"
08/31/2018,"6,913","7,084","6,899","7,044"
08/30/2018,"7,039","7,064","6,801","6,911"
08/29/2018,"7,082","7,120","6,922","7,039"
08/28/2018,"6,721","7,125","6,715","7,082"
08/27/2018,"6,678","6,750","6,658","6,721"
08/26/2018,"6,719","6,774","6,579","6,677"
08/25/2018,"6,612","6,934","6,611","6,720"
08/24/2018,"6,419","6,643","6,419","6,612"
08/23/2018,"6,334","6,482","6,257","6,419"
08/22/2018,"6,452","6,859","6,317","6,334"
08/21/2018,"6,454","6,480","6,239","6,447"
08/20/2018,"6,519","6,543","6,393","6,452"
08/19/2018,"6,359","6,534","6,317","6,519"
08/18/2018,"6,476","6,610","6,310","6,359"
08/17/2018,"6,256","6,551","6,234","6,476"
08/16/2018,"6,377","6,471","6,223","6,254"
08/15/2018,"6,081","6,613","6,073","6,373"
08/14/2018,"6,277","6,283","5,900","6,081"
08/13/2018,"6,339","6,535","6,165","6,277"
08/12/2018,"6,418","6,465","6,178","6,339"
08/11/2018,"6,191","6,462","6,009","6,399"
08/10/2018,"6,508","6,622","6,152","6,186"
08/09/2018,"6,316","6,536","6,204","6,508"
08/08/2018,"6,874","6,879","6,133","6,316"
08/07/2018,"6,920","7,149","6,845","6,874"
08/06/2018,"7,049","7,146","6,885","6,920"
08/05/2018,"6,982","7,082","6,894","7,037"
08/04/2018,"7,389","7,485","6,933","6,982"
08/03/2018,"7,556","7,565","7,290","7,389"
08/02/2018,"7,483","7,701","7,444","7,556"
08/01/2018,"7,693","7,769","7,469","7,484"
07/31/2018,"8,152","8,195","7,672","7,692"
07/30/2018,"8,192","8,271","7,860","8,151"
07/29/2018,"8,169","8,283","8,124","8,192"
07/28/2018,"8,228","8,267","8,074","8,169"
07/27/2018,"8,138","8,270","7,799","8,229"
07/26/2018,"8,181","8,317","8,113","8,134"
07/25/2018,"8,227","8,479","8,062","8,183"
07/24/2018,"7,703","8,343","7,694","8,227"
07/23/2018,"7,520","7,785","7,344","7,703"
07/22/2018,"7,416","7,544","7,351","7,520"
07/21/2018,"7,351","7,442","7,217","7,416"
07/20/2018,"7,421","7,657","7,273","7,352"
07/19/2018,"7,336","7,506","7,285","7,421"
07/18/2018,"7,311","7,575","7,245","7,336"
07/17/2018,"6,663","7,440","6,647","7,311"
07/16/2018,"6,374","6,698","6,332","6,663"
07/15/2018,"6,273","6,384","6,234","6,373"
07/14/2018,"6,186","6,306","6,184","6,274"
07/13/2018,"6,173","6,331","6,088","6,186"
07/12/2018,"6,356","6,382","6,148","6,173"
07/11/2018,"6,388","6,401","6,289","6,356"
07/10/2018,"6,697","6,792","6,324","6,388"
07/09/2018,"6,747","6,753","6,673","6,697"
07/08/2018,"6,527","6,811","6,521","6,749"
07/07/2018,"6,569","6,618","6,514","6,527"
07/06/2018,"6,508","6,623","6,455","6,569"
07/05/2018,"6,687","6,692","6,454","6,508"
07/04/2018,"6,607","6,784","6,420","6,687"
07/03/2018,"6,620","6,668","6,538","6,608"
07/02/2018,"6,359","6,665","6,279","6,620"
07/01/2018,"6,350","6,427","6,262","6,359"
06/30/2018,"5,897","6,503","5,897","6,350"
06/29/2018,"6,043","6,046","5,800","5,902"
06/28/2018,"6,127","6,176","6,033","6,042"
06/27/2018,"6,183","6,246","6,007","6,127"
06/26/2018,"6,250","6,271","6,137","6,183"
06/25/2018,"6,188","6,317","6,086","6,250"
06/24/2018,"6,135","6,252","5,785","6,188"
06/23/2018,"6,073","6,174","5,938","6,134"
06/22/2018,"6,718","6,742","6,022","6,073"
06/21/2018,"6,750","6,786","6,685","6,718"
06/20/2018,"6,696","6,809","6,562","6,750"
06/19/2018,"6,727","6,825","6,675","6,695"
06/18/2018,"6,490","6,793","6,388","6,727"
06/17/2018,"6,525","6,569","6,449","6,490"
06/16/2018,"6,498","6,540","6,334","6,525"
06/15/2018,"6,656","6,683","6,452","6,498"
06/14/2018,"6,259","6,700","6,241","6,659"
06/13/2018,"6,529","6,610","6,133","6,252"
06/12/2018,"6,762","6,899","6,456","6,529"
06/11/2018,"6,719","6,816","6,652","6,762"
06/10/2018,"7,631","7,631","6,647","6,719"
06/09/2018,"7,646","7,679","7,576","7,632"
06/08/2018,"7,660","7,694","7,545","7,646"
06/07/2018,"7,622","7,750","7,616","7,660"
06/06/2018,"7,627","7,670","7,495","7,622"
06/05/2018,"7,524","7,648","7,373","7,627"
06/04/2018,"7,727","7,755","7,457","7,524"
06/03/2018,"7,616","7,769","7,598","7,727"
06/02/2018,"7,438","7,683","7,437","7,616"
06/01/2018,"7,539","7,600","7,355","7,438"
05/31/2018,"7,338","7,599","7,324","7,539"
05/30/2018,"7,499","7,552","7,286","7,338"
05/29/2018,"7,218","7,519","7,054","7,499"
05/28/2018,"7,313","7,431","7,177","7,220"
05/27/2018,"7,526","7,607","7,227","7,313"
05/26/2018,"7,448","7,612","7,363","7,526"
05/25/2018,"7,549","7,650","7,345","7,448"
05/24/2018,"7,588","7,722","7,273","7,555"
05/23/2018,"8,106","8,108","7,443","7,581"
05/22/2018,"8,409","8,417","8,093","8,106"
05/21/2018,"8,554","8,566","8,325","8,409"
05/20/2018,"8,266","8,583","8,172","8,555"
05/19/2018,"8,227","8,393","8,154","8,275"
05/18/2018,"8,206","8,274","7,931","8,225"
05/17/2018,"8,294","8,459","8,133","8,206"
05/16/2018,"8,524","8,539","8,110","8,294"
05/15/2018,"8,816","8,844","8,435","8,529"
05/14/2018,"8,715","8,879","8,296","8,842"
05/13/2018,"8,436","8,734","8,343","8,711"
05/12/2018,"8,436","8,643","8,221","8,436"
05/11/2018,"9,094","9,127","8,389","8,436"
05/10/2018,"9,252","9,383","9,054","9,094"
05/09/2018,"9,158","9,360","8,976","9,253"
05/08/2018,"9,434","9,455","9,050","9,158"
05/07/2018,"9,518","9,635","9,189","9,434"
05/06/2018,"9,743","9,910","9,409","9,540"
05/05/2018,"9,689","9,955","9,676","9,743"
05/04/2018,"9,656","9,791","9,540","9,689"
05/03/2018,"9,181","9,726","9,162","9,658"
05/02/2018,"9,013","9,182","8,984","9,168"
05/01/2018,"9,275","9,282","8,842","9,013"
04/30/2018,"9,293","9,443","9,125","9,275"
04/29/2018,"9,365","9,537","9,183","9,294"
04/28/2018,"8,976","9,419","8,874","9,365"
04/27/2018,"9,108","9,372","8,964","8,973"
04/26/2018,"9,074","9,172","8,661","9,108"
04/25/2018,"9,451","9,747","8,734","9,074"
04/24/2018,"8,932","9,459","8,914","9,451"
04/23/2018,"8,894","8,987","8,762","8,930"
04/22/2018,"8,773","9,010","8,754","8,887"
04/21/2018,"8,522","9,021","8,512","8,773"
04/20/2018,"8,234","8,555","8,221","8,522"
04/19/2018,"8,188","8,294","8,105","8,234"
04/18/2018,"7,915","8,212","7,867","8,188"
04/17/2018,"7,990","8,151","7,834","7,913"
04/16/2018,"8,287","8,408","7,909","7,990"
04/15/2018,"8,072","8,389","7,967","8,287"
04/14/2018,"7,902","8,175","7,813","8,072"
04/13/2018,"7,730","8,219","7,711","7,893"
04/12/2018,"6,890","8,055","6,766","7,727"
04/11/2018,"6,840","6,959","6,787","6,889"
04/10/2018,"6,665","6,860","6,660","6,840"
04/09/2018,"6,953","7,171","6,617","6,665"
04/08/2018,"7,002","7,095","6,860","6,956"
04/07/2018,"6,603","7,050","6,538","7,006"
04/06/2018,"6,749","6,850","6,513","6,602"
04/05/2018,"6,847","6,919","6,584","6,749"
04/04/2018,"7,405","7,438","6,731","6,847"
04/03/2018,"6,979","7,507","6,978","7,411"
04/02/2018,"6,892","7,108","6,760","6,920"
04/01/2018,"6,926","7,035","6,443","6,829"
03/31/2018,"6,912","7,214","6,760","6,926"
03/30/2018,"7,069","7,324","6,594","6,912"
03/29/2018,"7,871","8,000","6,916","6,846"
03/28/2018,"7,998","8,096","7,745","7,871"
03/27/2018,"7,885","8,252","7,751","7,997"
03/26/2018,"8,622","8,646","7,863","7,885"
